codigo,data,numero,tipo,cod_sessao,fase_sessao,num_orador,nome_orador,partido_orador,uf_orador,hora_inicio_discurso,indexacao,num_quarto,num_insercao,text,doc_id
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Benedita da Silva,PT,RJ,30/04/2025 09:20:00,"Deputada federal,Transgênero,Visto consular,Consulado,Estados Unidos,Sexo masculino,Supremo Tribunal Federal (STF),Ação Direta de Inconstitucionalidade,Direitos humanos,retificação,Nome,Gênero,Princípio da dignidade da pessoa humana,Identidade de gênero,Governo federal,Bancada Feminina",4327688,1,"A Deputada repudiou a emissão de visto com marcação de gênero masculino à Deputada Erika Hilton pelo Consulado dos Estados Unidos, classificando o ato como discriminatório e contrário ao ordenamento jurídico brasileiro. Ressaltou que a decisão do Supremo Tribunal Federal (STF) na Ação Direta de Inconstitucionalidade (ADI) nº 4.275 garante o direito à retificação de nome e gênero com base na dignidade da pessoa humana. Destacou que Brasil e Estados Unidos são signatários de acordos internacionais que asseguram a proteção da identidade de gênero e afirmou que o episódio configura grave violação diplomática. Defendeu o respeito à cidadania das pessoas trans e à diversidade nas instituições, reafirmando o compromisso do Governo com os direitos humanos. Por fim, enfatizou que a bancada feminina é diversa e unida pela garantia da dignidade e da identidade de todas as Parlamentares.",BC_4327688_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Luiz Lima,NOVO,RJ,30/04/2025 09:28:00,"Governo federal,Presidente da República,Fraude,Instituto Nacional do Seguro Social (INSS),Sindicato,Desconto,Aposentadoria,Pensão,Contribuição sindical,Ministro de Estado,Ministério da Previdência Social,repasse,Lei Aldir Blanc (2020),Aposentado",4327698,1,"O Deputado criticou o Governo Lula por abandonar os mais pobres e repudiou o escândalo das fraudes no Instituto Nacional do Seguro Social (INSS), que causaram prejuízos superiores a R$ 6 bilhões desde 2016. Ademais, atribuiu o avanço das fraudes ao fim do imposto sindical obrigatório e ao crescimento descontrolado de sindicatos que descontam valores sem autorização. Além disso, condenou a atuação do Ministro da Previdência Social, Carlos Lupi, cobrou a responsabilização de gestores do INSS e reprovou o repasse direto de recursos da Lei Aldir Blanc, sem necessidade de criação de fundos municipais e estaduais, permitindo o uso arbitrário de recursos públicos. Ao final, censurou o Governo Lula por prejudicar o trabalhador e o Ministro Carlos Lupi por não saber responder como os recursos fraudados serão devolvidos aos aposentados lesados.",BC_4327698_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Otoni de Paula,MDB,RJ,30/04/2025 09:32:00,"Presidente da República,Corrupção,Família,Irmão,Recursos públicos,Desconto,Sindicato,Aposentado,Aposentadoria
Poder Judiciário,Distrito Federal (Brasil),Perseguição política,Deputado federal,Multa,Ministério Público Federal (MPF),Liberdade de expressão,Atuação parlamentar,Congresso Nacional,Perda de mandato parlamentar,cassação,Imunidade parlamentar,Ditadura",4327701,1,"O Deputado acusou a família do Presidente Lula de se beneficiar reiteradamente de recursos públicos. Apontou reportagem sobre o aumento expressivo na arrecadação do Sindnapi, presidido por Frei Chico, irmão de Lula, que teria recebido R$ 90,5 milhões em 2023 por meio de descontos em aposentadorias. Além disso, denunciou perseguição judicial ao Deputado Nikolas Ferreira, condenado a pagar multa por ato realizado em defesa das mulheres. Ademais, reprovou a atuação do Ministério Público e da Justiça do Distrito Federal, denunciando restrições à liberdade de expressão parlamentar e criticou o Congresso pela cassação do ex-Deputado Daniel Silveira, que enfraqueceu o instituto da imunidade parlamentar. Ao final, expressou solidariedade ao Deputado Nikolas Ferreira e conclamou resistência ao que chamou de “ditadura da Justiça”.",BC_4327701_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Sargento Fahur,PSD,PR,30/04/2025 09:40:00,"Criminoso,Organização criminosa,manipulação,influência,Decisão judicial,Ministro do Supremo Tribunal Federal,Advogado
Fraude,Previdência social,Aposentadoria,punição,Irmão,Presidente da República,Demissão,Ministro de Estado,Ministério da Previdência Social,Audiência pública,Câmara dos Deputados",4327704,1,"O Deputado alertou para a tentativa de um líder da organização criminosa Primeiro Comando da Capital (PCC), Rodrigo Felício, de influenciar as decisões do Ministro do Supremo Tribunal Federal (STF), Nunes Marques, por meio de contatos com pessoas próximas ao magistrado. Ademais, ressaltou que o criminoso, alvo de decisões desfavoráveis, buscava a redistribuição dos processos, o que estaria sendo investigado pelo Grupo de Atuação Especial de Combate ao Crime Organizado (GAECO). Além disso, defendeu sua transferência imediata para um presídio federal e parabenizou o Ministro Nunes Marques pelas decisões contra o crime organizado. Adicionalmente, criticou possíveis práticas criminosas de advogados e denunciou tentativas sistemáticas de manipulação do Poder Judiciário. Cobrou ainda a apuração sobre desvios de recursos de aposentados e afirmou esperar punição a todos os envolvidos, inclusive se for comprovada participação de Frei Chico, irmão do Presidente Lula. Por fim, defendeu a demissão do Ministro da Previdência Social, Carlos Lupi, criticando a falta de esclarecimentos durante a audiência pública realizada na Câmara dos Deputados.",BC_4327704_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Cabo Gilberto Silva,PL,PB,30/04/2025 09:44:00,"Ministro de Estado,Ministério da Previdência Social,Fraude,Instituto Nacional do Seguro Social (INSS),Pensionista,Aposentado,Governo federal,Presidente da República
Governo federal,Rede social,Recursos públicos,Comunicação,manipulação,Opinião pública
Voto,Eleitor,Paraíba,Presidente da República
Poder Judiciário,Multa,Deputado federal,Discurso parlamentar,Abuso de autoridade,Mesa Diretora da Câmara dos Deputados",4327707,1,"O Deputado criticou o Ministro da Previdência Social, Carlos Lupi, por não prestar esclarecimentos sobre o desvio de R$ 6,3 bilhões de aposentados e pensionistas e reprovou o Governo Lula por não demiti-lo. Ademais, condenou os elevados gastos públicos do Governo com comunicação e suas tentativas de silenciar as redes sociais e manipular a opinião pública. Adicionalmente, lamentou os votos dos paraibanos no Presidente Lula nas últimas eleições. Por fim, denunciou como arbitrária a multa de R$ 200 mil imposta ao Deputado Nikolas Ferreira por discurso proferido na tribuna da Câmara, anunciou que oficiaria a Mesa Diretora sobre o caso e cobrou que o Plenário se posicionasse diante do que classificou como abuso de autoridade do Poder Judiciário.",BC_4327707_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Helder Salomão,PT,ES,30/04/2025 09:48:00,"Governo federal,Presidente da República,investigação,Fraude,Instituto Nacional do Seguro Social (INSS),Aposentado,Controladoria-Geral da União,Polícia federal,Governo,Ex-presidente da República,Política salarial,Salário mínimo
Homenagem,Dia do Trabalho,Jornada de trabalho,Trabalhador,Salário",4327710,1,"O Deputado defendeu o papel do Governo Lula na investigação e no desmantelamento de esquema fraudulento que desviava recursos de aposentados, destacando que a Controladoria-Geral da União encaminhou o caso à Polícia Federal em 2023, o que resultou na suspensão dos descontos indevidos. Ademais, criticou o Governo anterior por não investigar o esquema e por interferir em apurações que envolviam o ex-Presidente e sua família, inclusive com a substituição de dezoito delegados da Polícia Federal. Além disso, ressaltou o compromisso do Governo Lula com aposentados e com a valorização do salário mínimo. Ao final, celebrou o 1º de Maio como data de luta dos trabalhadores e defendeu o fim da escala 6 por 1 com a redução da jornada de trabalho sem redução de salários.",BC_4327710_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Ricardo Maia,MDB,BA,30/04/2025 09:56:00,"Governo estadual,Partido dos Trabalhadores (PT),Bahia,Governador,Ex-governador,Município,Seca,Investimento,Abastecimento de água,Macururé (BA),Deputado federal,Atuação parlamentar,Emenda,Recursos orçamentários,Irrigação,Prefeito,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf),Semiárido
Comissão Parlamentar de Inquérito (CPI),Fraude,Instituto Nacional do Seguro Social (INSS),Desconto,Aposentado,punição",4327714,1,"O Deputado elogiou as ações dos Governos do Partido dos Trabalhadores (PT) na Bahia, sob a liderança de Jerônimo Rodrigues e Rui Costa, que viabilizaram a entrega de equipamentos a Municípios afetados pela seca, com destaque para o investimento de R$ 60 milhões em sistema de abastecimento de água em Macururé (BA). Ademais, informou que destinou emendas para obras hídricas em diversas cidades do Sertão baiano em parceria com Prefeitos e a Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf). Além disso, criticou o desvio de mais de R$ 6 bilhões de aposentados e defendeu a criação de uma Comissão Parlamentar de Inquérito (CPI) para investigar o escândalo, destacando que os responsáveis devem ser punidos. Por fim, reafirmou seu compromisso com a melhoria das condições de vida no semiárido baiano, por meio do diálogo com lideranças locais e da destinação de recursos no orçamento de 2025.",BC_4327714_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Rogério Correia,PT,MG,30/04/2025 10:04:00,"Imunidade parlamentar,Homofobia,Transfobia,Crime,Condenação,Deputado federal,anistia
anistia,Ato antidemocrático,Ex-presidente da República,Partido Liberal (PL),Comissão Parlamentar Mista de Inquérito (CPMI),Golpe de Estado (crime),Extrema direita
Deputado federal,Atuação parlamentar,Aposentado,Reforma Previdenciária (2019),Lobista,Ex-presidente da República,Partido Liberal (PL),Fraude,Desconto,Instituto Nacional do Seguro Social (INSS)
Dia do Trabalho,Manifestação pública,Trabalhador,Política social,Governo federal,Presidente da República
Produto Interno Bruto (PIB),Brasil,Crescimento econômico,Estados Unidos",4327717,1,"O Deputado condenou o uso da imunidade parlamentar como escudo para crimes como homofobia e transfobia, citando as três condenações do Deputado Nikolas Ferreira e criticando seu pedido de anistia. Ademais, repudiou a proposta de anistia a envolvidos nos atos antidemocráticos de 8 de janeiro de 2023, defendendo que se trata de tentativa de beneficiar o ex-Presidente Jair Bolsonaro e seus aliados. Além disso, ressaltou sua participação na Comissão Parlamentar Mista de Inquérito (CPMI) que investigou os ataques à democracia e alertou para os riscos reais de um golpe de Estado. Adicionalmente, reprovou Parlamentares que hoje dizem defender os aposentados, mas votaram a reforma da previdência do Governo Bolsonaro. Relatou ainda o envolvimento de lobistas ligados ao ex-Presidente no escândalo do Instituto Nacional do Seguro Social (INSS). Enalteceu também a marcha e as reivindicações das classes trabalhadoras no Dia do Trabalhador e elogiou as políticas sociais do Governo Lula. Por fim, comparou o crescimento do Produto Interno Bruto (PIB) brasileiro à queda nos EUA e rejeitou o retorno da extrema Direita ao poder.",BC_4327717_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Helder Salomão,PT,ES,30/04/2025 10:12:00,"Manifestação pública,Cidadania,Dia do Trabalho,Viana (ES),Trabalho,Crise climática",4327721,1,"O Deputado anunciou a realização da 26ª Marcha pela Vida e Cidadania, marcada para o dia 1º de maio, no Município de Viana (ES), com o tema “O trabalho e os impactos da crise climática”. Destacou que o evento é promovido por diversas organizações, como a Pastoral Operária, a Central Única dos Trabalhadores (CUT) do Espírito Santo, sindicatos, entre outras entidades da sociedade civil. Ao final, convidou a população a participar do ato em defesa da vida e da cidadania.",BC_4327721_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Coronel Assis,UNIÃO,MT,30/04/2025 10:12:00,"Audiência pública (processo legislativo),Ministro de Estado da Justiça e Segurança Pública,Proposta de Emenda à Constituição,Segurança pública,Crime organizado,Organização criminosa,Ministro do Supremo Tribunal Federal,Violência,México,Estado (ente federado),Criminalidade,Política de segurança pública
Uniforme esportivo,Seleção Brasileira de Futebol,Vermelho,Cores,Bandeira Nacional
Apoiamento,Comissão Parlamentar de Inquérito (CPI),Fraude,Instituto Nacional do Seguro Social (INSS),Sindicato,Ministro de Estado,Previdência social,Exoneração,Governo federal",4327722,1,"O Deputado criticou a audiência pública com o Ministro da Justiça e Segurança Pública, Ricardo Lewandowski, e a Proposta de Emenda à Constituição (PEC) nº 18, de 2025, que trata das competências dos entes federados sobre segurança pública, por não apresentar medidas concretas de enfrentamento ao crime organizado. Ademais, argumentou favoravelmente à criação de um ambiente jurídico diferenciado para combater facções criminosas e alertou para a tentativa de aliciamento de um Ministro do Supremo Tribunal Federal por integrante do Primeiro Comando da Capital (PCC). Além disso, denunciou o aumento da violência nos Estados, apontando similaridades da violência criminal entre o Brasil e o México. Adicionalmente, condenou a proposta de uma camisa vermelha para a Seleção Brasileira, defendendo as cores nacionais. Anunciou ainda a obtenção de assinaturas para a instalação da Comissão Parlamentar de Inquérito (CPI) dos sindicatos que fraudaram o INSS e cobrou a exoneração do Ministro da Previdência Social, Carlos Lupi, em decorrência de sua omissão diante das irregularidades. Por fim, repudiou a gestão desastrosa do Governo Lula.",BC_4327722_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Reimont,PT,RJ,30/04/2025 10:20:00,"Parlamentar,Direita política,Corrupção,Governo,Ex-presidente da República,Partido Liberal (PL),Investigação criminal,Polícia federal,Rachadinha (crime),Senador,Deputado federal,Comissão de Constituição e Justiça e de Cidadania (CCJC)
Governo federal,Presidente da República,Fraude,Instituto Nacional do Seguro Social (INSS),Investigação criminal",4327728,1,"O Deputado criticou a desonestidade intelectual de Parlamentares da Direita ao desconsiderarem que atos de corrupção não são imediatamente descobertos, e afirmou que o Governo Bolsonaro atuou para encobrir crimes, interferindo em investigações da Polícia Federal, como no caso da ""rachadinha"" envolvendo o Senador Flávio Bolsonaro. Ademais, ressaltou que o Governo Lula, ao contrário, demonstrou vontade política de permitir o funcionamento dos órgãos de controle. Além disso, criticou o esforço da Direita para proteger o Deputado Ramagem na Comissão de Constituição e Justiça e de Cidadania e defendeu que todos os envolvidos em corrupção sejam investigados, independentemente de filiação partidária. Ao final, garantiu apoio às investigações sobre a fraude no Instituto Nacional do Seguro Social (INSS) e condenou o Governo anterior por omitir-se diante das irregularidades.",BC_4327728_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Coronel Chrisóstomo,PL,RO,30/04/2025 10:28:00,"Apoiamento,Comissão Parlamentar de Inquérito (CPI),Fraude,Desconto,Instituto Nacional do Seguro Social (INSS),Pensionista,Aposentado,Partido político,Esquerda política,Partido dos Trabalhadores (PT),Ministro de Estado,Previdência social,Deputado federal,Atuação parlamentar",4327733,1,"O Deputado celebrou a obtenção das mais de 171 assinaturas necessárias para protocolar o pedido de instalação da Comissão Parlamentar de Inquérito (CPI) sobre o roubo dos aposentados, agradecendo o apoio de diversos Parlamentares, inclusive de partidos de Esquerda. Destacou a importância da investigação para apurar quem desviou os recursos dos aposentados e pensionistas, e afirmou que até Deputados do Partido dos Trabalhadores (PT) demonstraram interesse em assinar o requerimento. Ressaltou, ainda, que o próprio Ministro da Previdência Social, Carlos Lupi, teria admitido já ter conhecimento da fraude. Ao final, reafirmou seu compromisso com a defesa dos direitos dos aposentados.",BC_4327733_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Reimont,PT,RJ,30/04/2025 10:28:00,"Ex-,Presidente,Central Única dos Trabalhadores (CUT),Rio de Janeiro (Estado),Filho,Câmara dos Deputados,Atuação parlamentar,Deputado federal,Base de apoio político,Governo federal,Presidente da República,Direito do trabalho",4327734,1,"O Deputado saudou a presença na Câmara dos Deputados de Marcelo, ex-Presidente da Central Única dos Trabalhadores (CUT) no Estado do Rio de Janeiro, e de seu filho Alexandre. Ademais, ressaltou que estão unidos na luta não só pelo Rio de Janeiro, mas por todo o Brasil, em defesa dos mais pobres, da classe trabalhadora e dos projetos do Governo Lula.",BC_4327734_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Airton Faleiro,PT,PA,30/04/2025 10:28:00,"anistia,Ato antidemocrático,Presidente da Câmara dos Deputados,Líder do partido,Poder Judiciário,individualização,Pena,Autor intelectual,Financiador,Crime contra o Estado Democrático de Direito,Democracia,Notícia falsa (fake news),punição,Princípio da proporcionalidade",4327738,1,"O Deputado se manifestou sobre o tema da anistia, expressando apoio ao movimento iniciado pelo Presidente da Casa, Hugo Motta, e por diversos Líderes partidários e do Poder Judiciário, que propõe um tratamento diferenciado para os crimes cometidos no 8 de janeiro de 2023. Ademais, sustentou que os idealizadores, financiadores e quem planejou praticar ações violentas contra a democracia e o Estado Democrático de Direito devem receber penas severas, como exemplo para a sociedade, especialmente para as novas gerações. Por fim, defendeu que aqueles que atuaram como massa de manobra, motivados por mentiras e notícias falsas, poderiam ser punidos com sanção mais branda, mas sem anistia.",BC_4327738_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Aluisio Mendes,REPUBLICANOS,MA,30/04/2025 10:36:00,"Republicanos (partido político),São Luís (MA),Aniversário de fundação,Partido político
Comissão Parlamentar de Inquérito (CPI),Instituto Nacional do Seguro Social (INSS),Aposentado",4327741,1,"O Deputado celebrou os 20 anos de fundação do partido Republicanos, destacando o crescimento da sigla em todo o país e, especialmente, no Maranhão, onde ocupa a quinta posição em número de Prefeitos. O evento comemorativo, realizado em São Luís (MA), reuniu mais de 1.800 pessoas e contou com a presença de lideranças políticas, como o Ministro André Fufuca, o Prefeito Eduardo Braide e o Presidente Nacional do partido, Marcos Pereira. Saudou a filiação de três novos Prefeitos e reafirmou seu compromisso com a legenda. Ao final, declarou apoio à instalação da Comissão Parlamentar de Inquérito (CPI) proposta pelo Deputado Coronel Chrisóstomo para investigar os descontos indevidos em benefícios de aposentados, classificando o caso como um “crime contra os mais humildes” e defendendo sua apuração rigorosa.",BC_4327741_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Dimas Gadelha,PT,RJ,30/04/2025 10:40:00,"Dia do Trabalho,Homenagem,Trabalhador,Direitos do trabalhador,Atuação parlamentar,São Gonçalo (RJ)",4327744,1,"O Deputado homenageou o Dia 1º de Maio, ressaltando seu profundo simbolismo histórico e social. Destacou que a data vai além de um simples feriado: representa as lutas dos trabalhadores por direitos como jornada de trabalho reduzida, 13º salário, férias e carteira assinada. Reforçou a necessidade de combater a escala 6 por 1, ampliar a faixa de isenção do Imposto de Renda e reduzir o custo da cesta básica. Relembrando suas origens no Sertão nordestino e sua trajetória até São Gonçalo (RJ), afirmou que jamais esquecerá suas raízes e que sua atuação parlamentar é comprometida com a dignidade, a voz e os direitos dos trabalhadores brasileiros. Finalizou desejando um feliz Dia do Trabalho a todos.",BC_4327744_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Otoni de Paula,MDB,RJ,30/04/2025 10:44:00,"Frente parlamentar,Comunidade terapêutica,Conselho Nacional de Políticas sobre Drogas (Conad)
Governo federal,Dia do Trabalho,Manifestação pública,Presidente da República",4327747,1,"O Deputado defendeu as comunidades terapêuticas, especialmente as de base religiosa, criticando duramente a decisão do Conselho Nacional de Políticas sobre Drogas (Conad) de suprimir a espiritualidade como parte do tratamento de dependentes químicos. Ressaltou que a espiritualidade é um dos pilares do processo de recuperação, ao lado dos aspectos biológico, psicológico e social do ser humano, e destacou que a atuação das comunidades é essencial para acolher pessoas em sofrimento, especialmente diante da omissão do poder público. Qualificou a decisão do conselho como um “crime ideológico” e prometeu articular resistência no Congresso. Ao final, fez críticas políticas ao Governo Lula, ironizando a ausência do Presidente em manifestações públicas no Dia do Trabalho e associando isso a um suposto esvaziamento de apoio popular.",BC_4327747_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Rafael Simoes,UNIÃO,MG,30/04/2025 10:48:00,"Município,Minas Gerais,Frente parlamentar,Pouso Alegre (MG),Fundo de Participação dos Municípios (FPM),Administração municipal,Emenda,Pacto federativo",4327750,1,"O Deputado destacou a realização do 2º Encontro da Frente Parlamentar dos Municípios das Regiões Sudoeste e Sul de Minas, que ocorre em sua cidade, Pouso Alegre (MG), com foco na precariedade das rodovias da região. Aproveitou a ocasião para criticar a concentração de recursos nos entes federais e estaduais, afirmando que os Municípios estão sendo sufocados financeiramente. Explicou que a maioria sobrevive do Fundo de Participação dos Municípios (FPM) e depende de emendas parlamentares, o que transforma Prefeitos e Parlamentares em ""pedintes"" junto ao Governo Federal. Defendeu uma revisão urgente do pacto federativo, criticou a falta de investimentos estruturais e afirmou que, diante do atual cenário de encarecimento de obras e da escassez de recursos, os próximos quatro anos serão os mais difíceis para os Municípios. Por fim, também cobrou mais seriedade na pauta legislativa, com foco em projetos exequíveis que realmente impactem positivamente a vida da população.",BC_4327750_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Henderson Pinto,MDB,PA,30/04/2025 10:52:00,"Ribeirão Preto (SP),Evento agropecuário
Hospital,Barretos (SP),Governador,Pará (Estado),Diagnóstico médico
Violência doméstica,Violência contra a mulher,solidariedade,Deputada federal",4327753,1,"O Deputado destacou duas visitas importantes realizadas em São Paulo: à Agrishow, em Ribeirão Preto (SP), considerada a maior feira agropecuária a céu aberto do mundo; e ao Hospital de Amor, em Barretos (SP). Na Agrishow, reforçou a importância do setor produtivo, responsável por cerca de 30% a 35% do PIB brasileiro. Em Barretos, acompanhado do Governador do Pará, Helder Barbalho, e de lideranças do Estado, conheceu a estrutura exemplar do hospital, que presta atendimento humanizado a pacientes de todo o Brasil e que poderá ser expandido para o Pará, com centros de diagnóstico previstos para o sul e o oeste do Estado. Finalizou prestando solidariedade à Deputada Marussa, elogiando sua coragem ao denunciar violência sofrida no âmbito doméstico e afirmando que sua postura encoraja outras mulheres a buscarem justiça e respeito.",BC_4327753_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Ivan Valente,PSOL,SP,30/04/2025 10:56:00,"Conferência Nacional do Meio Ambiente (CNMA),Brasília (DF),Conferência das Nações Unidas sobre as Mudanças Climáticas de 2025 (COP30) (30: 2025, Belém (PA)),Aquecimento global,Biodiversidade,Água doce,Petróleo,Queimada,Agronegócio,Mineração,Terras indígenas,Cadastro Ambiental Rural (CAR),Ecologia,Desenvolvimento sustentável,Política ambiental",4327756,1,"O Deputado destacou a importância da 5ª Conferência Nacional do Meio Ambiente, que ocorrerá em Brasília (DF), de 6 a 9 de maio, como preparação para a COP 30, a Conferência da ONU sobre Mudanças Climáticas que será sediada em Belém (PA), em 2025. Defendeu que o Brasil assuma protagonismo global no combate ao aquecimento climático, especialmente por ser detentor da maior biodiversidade do planeta e do segundo maior volume de água doce do mundo. Alertou para os impactos da exploração de petróleo e gás na Amazônia, das queimadas incentivadas pelo agronegócio, da mineração predatória, inclusive em terras indígenas, e das fraudes no Cadastro Ambiental Rural (CAR). Por fim, reforçou a urgência de medidas ambientais estruturantes e sustentáveis e pediu que o Governo Lula reforçasse sua liderança internacional como potência ambiental, exigindo contrapartidas dos países desenvolvidos para o financiamento climático sem abrir mão da soberania e do exemplo ecológico.",BC_4327756_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Ronaldo Nogueira,REPUBLICANOS,RS,30/04/2025 11:04:00,"Comunidade terapêutica,Conselho Nacional de Políticas sobre Drogas (Conad),Dependente químico,Entorpecente,Alcoolismo,Ministro de Estado,Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome,Decreto legislativo",4327759,1,"O Deputado criticou uma deliberação do Conselho Nacional de Políticas sobre Drogas (Conad) sobre retirar das comunidades terapêuticas o pilar da espiritualidade no processo de acolhimento de dependentes químicos. Defendeu que os conselhos devem representar a pluralidade da sociedade brasileira, e não uma única linha de pensamento, ressaltando que o Brasil é diverso e continental, com mais de 200 milhões de habitantes. Destacou que existem mais de 3 mil comunidades terapêuticas no país, ligadas a diferentes crenças ou independentes, todas com papel essencial no acolhimento e recuperação de pessoas afetadas pela drogadição e alcoolismo. Elogiou o Ministro do Desenvolvimento e Assistência Social, Família e Combate à Fome do Brasil, Wellington Dias, por reconhecer a relevância dessas instituições e alertou que decisões unilaterais do Conad podem gerar instabilidade social e política. Por fim, sugeriu que, caso o conselho não reveja sua decisão, o Congresso poderá intervir por meio de decreto legislativo.",BC_4327759_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Ivan Valente,PSOL,SP,30/04/2025 11:08:00,"Prisão,Ex-presidente da República,Tentativa (crime),Golpe de Estado (crime),Obstrução parlamentar,Oposição política,Uniforme esportivo,Vermelho,Extrema direita,Estados Unidos,Hipocrisia",4327762,1,"O Deputado afirmou que há um ""desespero dos bolsonaristas"" para evitar a prisão do ex-Presidente Jair Bolsonaro, disfarçado de defesa de anistia aos envolvidos nos atos golpistas de 8 de janeiro. Ressaltou que a verdadeira intenção é proteger Bolsonaro, Generais e aliados investigados por participação em uma tentativa de golpe. Criticou a obstrução de pautas no Congresso por parte da oposição e ironizou o uso de factóides, como o recente rumor sobre a camisa vermelha da Seleção Brasileira, usado para desviar a atenção de temas relevantes. Acusou a extrema direita de hipocrisia ao ignorar que a cor vermelha representa partidos conservadores como o Republicano dos Estados Unidos e ridicularizou a tentativa de vincular o uso do vermelho à esquerda, mencionando até mesmo o uso tradicional da cor pelos cardeais católicos. Por fim, citando Einstein, concluiu afirmando que a estupidez humana, representada pelo bolsonarismo, é de fato infinita, e defendeu: ""Bolsonaro na cadeia"".",BC_4327762_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Ronaldo Nogueira,REPUBLICANOS,RS,30/04/2025 11:12:00,"Dia do Trabalho,Homenagem,Direitos do trabalhador,Crescimento econômico,Geração de emprego,Aposentado,Salário mínimo,Habitação,Direito ao trabalho,Qualidade de vida,Direito à moradia",4327765,1,"O Deputado prestou homenagem aos trabalhadores brasileiros por ocasião do Dia 1º de Maio, destacando os cerca de 47 milhões de trabalhadores com carteira assinada e os 40 milhões que atuam na informalidade. Defendeu que a data seja um momento de reflexão sobre a preservação de direitos e o estímulo ao crescimento econômico para a geração de empregos. Além disso, ressaltou a importância de pensar nos aposentados, lembrando que desde 1995 eles vêm sendo penalizados com perdas e apresentou um projeto de lei que propõe o reajuste das aposentadorias com base nos mesmos índices aplicados ao salário mínimo. Por fim, afirmou que garantir moradia e trabalho são pilares da dignidade humana.",BC_4327765_1_1
64.2025,30/04/2025,2,Ordinária - CD,BC,Breves Comunicações,1,Rogério Correia,PT,MG,30/04/2025 11:12:00,"Ato antidemocrático,Tentativa (crime),Golpe de Estado (crime),Extrema direita,Notícia falsa (fake news),Rede social,Obstrução parlamentar,Uniforme esportivo,Seleção Brasileira de Futebol,Vermelho,Desemprego,Produto Interno Bruto (PIB),Instituto Nacional do Seguro Social (INSS),Imposto de renda,Política fiscal,Jornada de trabalho,Pauta (processo legislativo),Ex-presidente da República,Prisão",4327766,1,"O Deputado criticou a atuação da oposição bolsonarista na Câmara, afirmando que seus integrantes promovem um ""golpe continuado"" por meio de obstruções legislativas e factóides, como o debate sobre uma suposta mudança da cor da camisa da Seleção Brasileira. Explicou que o real objetivo dos bolsonaristas é obter anistia para Jair Bolsonaro e figuras ligadas ao 8 de Janeiro, como Generais e Parlamentares investigados, incluindo o Deputado Alexandre Ramagem. Destacou que o país vive um momento positivo, com queda na taxa de desemprego, crescimento do Produto Interno Bruto (PIB) e aumento do rendimento médio dos trabalhadores, resultados que a extrema direita tenta descredibilizar. Defendeu que não haja redução de penas para os envolvidos em atos golpistas e repudiou a tentativa de responsabilizar o Governo Lula por escândalos no Instituto Nacional do Seguro Social (INSS) que têm origem no Governo anterior. Por fim, pediu atenção da população à desinformação bolsonarista e apoio a pautas como a reforma do Imposto de Renda e a redução da jornada de trabalho.",BC_4327766_1_1
